3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3

[event]
# intro crate
type=event
location=85,74,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,85,74,163
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Crate

[event]
# zombie barrels
type=event
location=74,63,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,74,63,162
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Barrel

[event]
# zombie barrels
type=event
location=73,62,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,73,62,162
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Barrel

[event]
# zombie barrels
type=event
location=74,62,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,74,62,162
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Barrel

[event]
# goblin firepit barrel
type=event
location=72,96,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,72,96,162
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Barrel

[event]
# goblin firepit crate
type=event
location=72,97,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,72,97,163
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Crate

[event]
# secret room crate
type=event
location=73,110,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,73,110,163
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Crate

[event]
# barracks chests
type=event
location=41,59,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,41,59,160
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Treasure Chest

[event]
# barracks chests
type=event
location=41,57,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,41,57,160
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Treasure Chest

[event]
# barracks chests
type=event
location=41,55,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,41,55,160
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Treasure Chest

[event]
# barracks chests
type=event
location=41,53,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,41,53,160
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Treasure Chest

[event]
# barracks chests
type=event
location=41,51,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,41,51,160
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Treasure Chest

[event]
# large room storage
type=event
location=50,28,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,50,28,162
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Barrel

[event]
# large room storage
type=event
location=50,29,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,50,29,163
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Crate

[event]
# large room storage
type=event
location=55,28,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,55,28,163
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Crate

[event]
# large room storage
type=event
location=55,29,1,1
activate=on_trigger
hotspot=location
loot=loot/level_15.txt
mapmod=object,55,29,162
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Barrel

[event]
# kill room chest
type=event
location=9,20,1,1
activate=on_trigger
hotspot=location
loot=loot/level_16.txt
loot_count=3,4
mapmod=object,9,20,291
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Treasure Chest

[event]
# kill room chest
type=event
location=9,29,1,1
activate=on_trigger
hotspot=location
loot=loot/level_16.txt
loot_count=3,4
mapmod=object,9,29,291
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Treasure Chest

[event]
# brazier sound effect
type=event
location=47,20,1,1
activate=on_load
soundfx=soundfx/environment/open_fire_loop.ogg

[event]
# brazier sound effect
type=event
location=75,94,1,1
activate=on_load
soundfx=soundfx/environment/open_fire_loop.ogg

[event]
# brazier sound effect
type=event
location=48,20,1,1
activate=on_load
soundfx=soundfx/environment/open_fire_loop.ogg

[event]
# brazier sound effect
type=event
location=48,19,1,1
activate=on_load
soundfx=soundfx/environment/open_fire_loop.ogg

[event]
# brazier sound effect
type=event
location=47,19,1,1
activate=on_load
soundfx=soundfx/environment/open_fire_loop.ogg

[event]
# brazier sound effect
type=event
location=59,20,1,1
activate=on_load
soundfx=soundfx/environment/open_fire_loop.ogg

[event]
# brazier sound effect
type=event
location=59,19,1,1
activate=on_load
soundfx=soundfx/environment/open_fire_loop.ogg

[event]
# brazier sound effect
type=event
location=60,19,1,1
activate=on_load
soundfx=soundfx/environment/open_fire_loop.ogg

[event]
# brazier sound effect
type=event
location=60,20,1,1
activate=on_load
soundfx=soundfx/environment/open_fire_loop.ogg

[enemy]
type=enemy
location=85,69,1,1
category=skeleton
direction=5
level=13,15
wander_radius=0

[enemy]
type=enemy
location=85,72,1,1
category=skeleton
direction=5
level=13,15
wander_radius=0

[enemy]
type=enemy
location=71,62,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=73,63,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=73,72,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=68,69,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=69,81,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=70,84,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=73,83,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=74,94,1,1
category=goblin
direction=5
level=13,15
wander_radius=0

[enemy]
type=enemy
location=76,94,1,1
category=goblin
direction=1
level=13,15
wander_radius=0

[enemy]
type=enemy
location=75,93,1,1
category=goblin
direction=7
level=13,15
wander_radius=0

[enemy]
type=enemy
location=75,95,1,1
category=goblin
direction=3
level=13,15
wander_radius=0

[enemy]
type=enemy
location=66,92,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=61,87,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=61,89,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=62,91,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=51,90,1,1
category=skeleton_knight
direction=1
level=13,15
wander_radius=0

[enemy]
type=enemy
location=46,87,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=46,94,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=49,91,1,1
category=antlion
level=13,15
wander_radius=0

[enemy]
type=enemy
location=42,110,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=47,115,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=52,110,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=47,112,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=48,118,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=39,109,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=56,80,1,1
category=dungeon
direction=7
level=13,15
wander_radius=0

[enemy]
type=enemy
location=55,73,1,1
category=dungeon
direction=3
level=13,15
wander_radius=0

[enemy]
type=enemy
location=39,76,1,1
category=skeleton_knight
direction=1
level=13,15
wander_radius=0

[enemy]
type=enemy
location=37,78,1,1
category=skeleton
direction=5
level=13,15
wander_radius=0

[enemy]
type=enemy
location=42,69,1,1
category=dungeon
direction=7
level=13,15
wander_radius=0

[enemy]
type=enemy
location=45,69,1,1
category=dungeon
direction=7
level=13,15
wander_radius=0

[enemy]
type=enemy
location=40,60,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=42,53,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=44,54,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=44,56,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=42,49,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=72,42,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=68,47,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=64,43,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=58,41,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=56,47,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=64,48,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=57,44,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=54,42,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=74,44,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=67,41,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=55,63,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=55,62,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=56,63,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=59,54,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=59,53,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=59,55,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=43,35,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=44,36,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=69,23,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=70,26,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=72,24,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=51,28,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=54,29,1,1
category=dungeon
level=13,15

[enemy]
type=enemy
location=58,18,1,1
category=dungeon
direction=6
level=13,15
wander_radius=0

[enemy]
type=enemy
location=61,18,1,1
category=dungeon
direction=0
level=13,15
wander_radius=0

[enemy]
type=enemy
location=61,21,1,1
category=dungeon
direction=2
level=13,15
wander_radius=0

[enemy]
type=enemy
location=58,21,1,1
category=dungeon
direction=4
level=13,15
wander_radius=0

[enemy]
type=enemy
location=46,18,1,1
category=dungeon
direction=6
level=13,15
wander_radius=0

[enemy]
type=enemy
location=49,18,1,1
category=dungeon
direction=0
level=13,15
wander_radius=0

[enemy]
type=enemy
location=46,21,1,1
category=dungeon
direction=2
level=13,15
wander_radius=0

[enemy]
type=enemy
location=49,21,1,1
category=dungeon
direction=4
level=13,15
wander_radius=0

[enemy]
# kill room creature
type=enemy
location=11,20,1,1
category=dungeon
direction=7
level=13,15
wander_radius=0

[enemy]
# kill room creature
type=enemy
location=13,20,1,1
category=dungeon
direction=7
level=13,15
wander_radius=0

[enemy]
# kill room creature
type=enemy
location=15,20,1,1
category=dungeon
direction=7
level=13,15
wander_radius=0

[enemy]
# kill room creature
type=enemy
location=17,20,1,1
category=dungeon
direction=7
level=13,15
wander_radius=0

[enemy]
# kill room creature
type=enemy
location=11,29,1,1
category=dungeon
direction=3
level=13,15
wander_radius=0

[enemy]
# kill room creature
type=enemy
location=13,29,1,1
category=dungeon
direction=3
level=13,15
wander_radius=0

[enemy]
# kill room creature
type=enemy
location=15,29,1,1
category=dungeon
direction=3
level=13,15
wander_radius=0

[enemy]
# kill room creature
type=enemy
location=17,29,1,1
category=dungeon
direction=3
level=13,15
wander_radius=0

[enemy]
# kill room creature
type=enemy
location=9,23,1,1
category=dungeon
direction=5
level=13,15
wander_radius=0

[enemy]
# kill room creature
type=enemy
location=9,26,1,1
category=dungeon
direction=5
level=13,15
wander_radius=0

[enemy]
type=enemy
location=48,91,1,1
category=antlion
level=13,15
wander_radius=0

[enemy]
type=enemy
location=48,90,1,1
category=antlion
level=13,15
wander_radius=0

[enemy]
type=enemy
location=48,89,1,1
category=antlion
level=13,15
wander_radius=0

[enemy]
type=enemy
location=49,89,1,1
category=antlion
level=13,15
wander_radius=0

[enemy]
type=enemy
location=37,77,1,1
category=skeleton
direction=5
level=13,15
wander_radius=0

[enemy]
type=enemy
location=37,76,1,1
category=skeleton
direction=5
level=13,15
wander_radius=0

[enemy]
type=enemy
location=37,75,1,1
category=skeleton
direction=5
level=13,15
wander_radius=0

[enemy]
type=enemy
location=36,75,1,1
category=skeleton
direction=5
level=13,15
wander_radius=0

[enemy]
type=enemy
location=36,76,1,1
category=skeleton
direction=5
level=13,15
wander_radius=0

[enemy]
type=enemy
location=36,77,1,1
category=skeleton
direction=5
level=13,15
wander_radius=0

[enemy]
type=enemy
location=36,78,1,1
category=skeleton
direction=5
level=13,15
wander_radius=0

[npc]
type=npc
location=10,25,1,1
filename=npcs/infinity_obelisk_1.txt

